Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,13.850000381469727,13.850000381469727,13.75,13.75,12.925808906555176,5681530
2020-01-03,13.800000190734863,13.850000381469727,13.75,13.800000190734863,12.972811698913574,3233513
2020-01-06,13.699999809265137,13.75,13.649999618530273,13.699999809265137,12.878805160522461,5666281
2020-01-07,13.699999809265137,13.75,13.649999618530273,13.649999618530273,12.831802368164062,3841615
2020-01-08,13.649999618530273,13.699999809265137,13.600000381469727,13.600000381469727,12.784799575805664,7719022
2020-01-09,13.600000381469727,13.850000381469727,13.600000381469727,13.800000190734863,12.972811698913574,11849084
2020-01-10,13.800000190734863,13.899999618530273,13.800000190734863,13.850000381469727,13.019814491271973,8539617
2020-01-13,13.699999809265137,13.75,13.600000381469727,13.699999809265137,12.878805160522461,18139408
2020-01-14,13.699999809265137,13.75,13.5,13.600000381469727,12.784799575805664,22680977
2020-01-15,13.600000381469727,13.600000381469727,13.449999809265137,13.5,12.690793991088867,19590376
2020-01-16,13.550000190734863,13.600000381469727,13.5,13.600000381469727,12.784799575805664,6704615
2020-01-17,13.600000381469727,13.600000381469727,13.550000190734863,13.600000381469727,12.784799575805664,4729405
2020-01-20,13.600000381469727,13.649999618530273,13.550000190734863,13.600000381469727,12.784799575805664,5809133
2020-01-30,12.300000190734863,12.649999618530273,12.25,12.25,11.51572036743164,47174749
2020-01-31,12.25,12.449999809265137,12.100000381469727,12.199999809265137,11.468716621398926,19707087
2020-02-03,11.649999618530273,11.949999809265137,11.350000381469727,11.850000381469727,11.139697074890137,27324759
2020-02-04,13.899999618530273,13.899999618530273,12.100000381469727,12.100000381469727,11.374712944030762,19806559
2020-02-05,12.100000381469727,12.25,12.050000190734863,12.199999809265137,11.468716621398926,12533115
2020-02-06,12.25,12.550000190734863,12.25,12.5,11.750734329223633,20117043
2020-02-07,12.449999809265137,12.449999809265137,12.25,12.25,11.51572036743164,10252471
2020-02-10,12.0,12.199999809265137,11.899999618530273,12.149999618530273,11.421713829040527,12537475
2020-02-11,12.149999618530273,12.300000190734863,12.149999618530273,12.25,11.51572036743164,7095026
2020-02-12,12.25,12.399999618530273,12.25,12.399999618530273,11.656729698181152,14187131
2020-02-13,12.449999809265137,12.850000381469727,12.449999809265137,12.699999809265137,11.938746452331543,19464716
2020-02-14,12.600000381469727,12.600000381469727,12.399999618530273,12.5,11.750734329223633,14092945
2020-02-17,12.350000381469727,12.350000381469727,12.199999809265137,12.300000190734863,11.562723159790039,10306574
2020-02-18,12.25,12.399999618530273,12.199999809265137,12.399999618530273,11.656729698181152,7070758
2020-02-19,12.399999618530273,12.699999809265137,12.399999618530273,12.649999618530273,11.891742706298828,10308462
2020-02-20,12.699999809265137,12.699999809265137,12.449999809265137,12.550000190734863,11.797738075256348,7664442
2020-02-21,12.550000190734863,12.550000190734863,12.350000381469727,12.350000381469727,11.609725952148438,8179835
2020-02-24,12.199999809265137,12.25,12.050000190734863,12.100000381469727,11.374712944030762,16649830
2020-02-25,12.0,12.149999618530273,11.949999809265137,12.100000381469727,11.374712944030762,7657309
2020-02-26,12.0,12.199999809265137,12.0,12.100000381469727,11.374712944030762,11296619
2020-02-27,12.0,12.050000190734863,11.800000190734863,12.050000190734863,11.32770824432373,25362217
2020-03-02,11.800000190734863,11.800000190734863,11.600000381469727,11.600000381469727,10.904682159423828,24753662
2020-03-03,11.699999809265137,11.75,11.5,11.600000381469727,10.904682159423828,15467225
2020-03-04,11.600000381469727,11.850000381469727,11.550000190734863,11.850000381469727,11.139697074890137,17650456
2020-03-05,11.949999809265137,12.149999618530273,11.949999809265137,12.050000190734863,11.32770824432373,14073886
2020-03-06,11.949999809265137,12.0,11.699999809265137,11.75,11.045690536499023,18738592
2020-03-09,11.600000381469727,11.699999809265137,11.5,11.5,10.810676574707031,20273609
2020-03-10,11.449999809265137,11.800000190734863,11.399999618530273,11.699999809265137,10.998687744140625,20100252
2020-03-11,11.699999809265137,12.149999618530273,11.699999809265137,11.699999809265137,10.998687744140625,17598773
2020-03-12,11.649999618530273,11.649999618530273,11.199999809265137,11.300000190734863,10.622664451599121,27836987
2020-03-13,10.300000190734863,10.850000381469727,10.25,10.75,10.105631828308105,34911525
2020-03-16,10.75,10.800000190734863,10.050000190734863,10.050000190734863,9.447590827941895,26441153
2020-03-17,9.65999984741211,9.770000457763672,9.449999809265137,9.449999809265137,8.88355541229248,38491920
2020-03-18,9.399999618530273,9.399999618530273,8.510000228881836,8.550000190734863,8.03750228881836,53769826
2020-03-19,8.0,8.140000343322754,7.699999809265137,7.699999809265137,7.238452434539795,46928332
2020-03-20,7.849999904632568,8.300000190734863,7.849999904632568,7.909999847412109,7.4358649253845215,47461276
2020-03-23,7.769999980926514,8.1899995803833,7.559999942779541,8.100000381469727,7.614476680755615,26957164
2020-03-24,8.100000381469727,8.90999984741211,8.100000381469727,8.630000114440918,8.112707138061523,40489122
2020-03-25,9.1899995803833,9.449999809265137,8.800000190734863,9.260000228881836,8.704944610595703,54738004
2020-03-26,9.34000015258789,9.369999885559082,8.880000114440918,9.109999656677246,8.563935279846191,25922987
2020-03-27,9.289999961853027,9.5,9.100000381469727,9.100000381469727,8.554535865783691,30487579
2020-03-30,8.890000343322754,9.1899995803833,8.600000381469727,9.0,8.460529327392578,24353082
2020-03-31,9.069999694824219,9.170000076293945,8.890000343322754,8.890000343322754,8.357122421264648,20213543
2020-04-01,8.90999984741211,9.050000190734863,8.800000190734863,9.039999961853027,8.49813175201416,11980605
2020-04-06,9.029999732971191,9.0600004196167,8.800000190734863,9.020000457763672,8.479331016540527,20543643
2020-04-07,9.15999984741211,9.270000457763672,9.010000228881836,9.069999694824219,8.52633285522461,18420001
2020-04-08,9.069999694824219,9.569999694824219,9.0600004196167,9.520000457763672,8.949360847473145,32877778
2020-04-09,9.640000343322754,10.449999809265137,9.630000114440918,10.350000381469727,9.729608535766602,65867981
2020-04-10,10.199999809265137,10.350000381469727,9.899999618530273,10.25,9.635602951049805,25953144
2020-04-13,10.100000381469727,10.25,10.050000190734863,10.149999618530273,9.541596412658691,14189305
2020-04-14,10.149999618530273,10.350000381469727,10.100000381469727,10.25,9.635602951049805,18719058
2020-04-15,10.399999618530273,10.649999618530273,10.350000381469727,10.649999618530273,10.011626243591309,33077399
2020-04-16,10.449999809265137,10.5,10.300000190734863,10.399999618530273,9.776610374450684,22048944
2020-04-17,10.600000381469727,10.600000381469727,10.300000190734863,10.300000190734863,9.68260669708252,29590049
2020-04-20,10.199999809265137,10.300000190734863,10.0,10.199999809265137,9.588600158691406,21509907
2020-04-21,10.149999618530273,10.300000190734863,10.0,10.0,9.400588035583496,22662337
2020-04-22,9.800000190734863,10.100000381469727,9.640000343322754,10.0,9.400588035583496,18256490
2020-04-23,10.0,10.149999618530273,9.979999542236328,10.0,9.400588035583496,12016412
2020-04-24,9.979999542236328,9.989999771118164,9.859999656677246,9.899999618530273,9.3065824508667,13157569
2020-04-27,10.050000190734863,10.199999809265137,10.0,10.149999618530273,9.541596412658691,19184574
2020-04-28,10.300000190734863,10.649999618530273,10.25,10.550000190734863,9.917620658874512,47935128
2020-04-29,10.800000190734863,11.5,10.75,11.300000190734863,10.622664451599121,87974102
2020-04-30,11.550000190734863,11.850000381469727,11.300000190734863,11.5,10.810676574707031,58483071
2020-05-04,10.949999809265137,11.199999809265137,10.600000381469727,11.149999618530273,10.48165512084961,34116144
2020-05-05,11.100000381469727,11.149999618530273,11.0,11.050000190734863,10.387649536132812,21008278
2020-05-06,11.0,11.050000190734863,10.800000190734863,10.800000190734863,10.152634620666504,21835381
2020-05-07,10.800000190734863,11.0,10.75,10.899999618530273,10.246641159057617,11204458
2020-05-08,11.050000190734863,11.100000381469727,10.899999618530273,10.949999809265137,10.293643951416016,18314987
2020-05-11,11.100000381469727,11.449999809265137,11.050000190734863,11.300000190734863,10.622664451599121,25389691
2020-05-12,11.300000190734863,11.300000190734863,11.050000190734863,11.100000381469727,10.434652328491211,18286897
2020-05-13,11.0,11.199999809265137,10.949999809265137,11.199999809265137,10.528658866882324,10790426
2020-05-14,11.050000190734863,11.100000381469727,11.0,11.0,10.340646743774414,16034731
2020-05-15,11.100000381469727,11.100000381469727,10.800000190734863,10.800000190734863,10.152634620666504,16214919
2020-05-18,10.800000190734863,11.0,10.699999809265137,10.850000381469727,10.199638366699219,12776290
2020-05-19,11.25,11.300000190734863,11.0,11.100000381469727,10.434652328491211,27750388
2020-05-20,11.25,11.350000381469727,11.050000190734863,11.050000190734863,10.387649536132812,31420124
2020-05-21,11.100000381469727,11.300000190734863,11.100000381469727,11.25,10.575661659240723,16991929
2020-05-22,11.199999809265137,11.199999809265137,11.0,11.0,10.340646743774414,16305699
